r,id,Bottle Number,data,Full.Name,Bottle.Price,Glass.Price,Vintage,Type,Producer,Variety,Designation,Vineyard,Country,Region,SubRegion,Appelation,Price,Location,Inventory.Days,Inventory,
barcelona,1,1,,Bodegas El Coto,32,,2009,Red,Bodegas El Coto,Tempranillo,Crianza,NA,Spain,La Rioja,NA,Rioja,2,DC,9,21,
barcelona,2,2,,"Bodegas El Coto, Coto de lmaz, reserve",48,,2008,Red,Bodegas El Coto,Tempranillo,Coto de Imaz Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,57,30,
barcelona,3,3,,"Bodegas Campillo, Gran Reserva",102,,2001,Red,Bodegas El Coto,Tempranillo,Gran Reserva,NA ,Spain,La Rioja,NA,Rioja,2,DC,44,20,
barcelona,4,4,,"Ramon Bilbao, Crianza",30,,2009,Red,Bodegas Ramon Bilbao,Tempranillo Blend,Ramon Bilbao Crianza,NA,Spain,La Rioja,NA,Rioja,2,DC,9,14,
barcelona,5,5,,"R Lopez de Heredia, Vina Tondonia, Reserva",85,,2001,Red,R. Lopez de Heredia,Tempranillo Blend,Reserva,Vina Tondonia,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,38,27,
barcelona,6,6,,"R. Lopez de Heredia, Vi_a Tondonia, Gran Reserva",152,,1994,Red,R. Lopez de Heredia,Tempranillo Blend,Gran Reserva,Vina Tondonia,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,5,3,
barcelona,7,7,,"Finca San Martin, Crianza",35,,2010,Red,Torre de ona,Tempranillo,Finca San Martin Crianza,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,45,29,
barcelona,8,8,,"La Rioja Alta, Vi_a Alberdi, Reserva ",49,,2007,Red,La Rioja Alta,Tempranillo,Vina Alberdi Reserva,NA ,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,69,22,
barcelona,9,9,,"La Rioja Alta, Vi_a Arana, Reserva ",189,,2005,Red,La Rioja Alta,Tempranillo Blend,Vina Arana Reserva,NA ,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,86,16,
barcelona,10,10,,"La Rioja Alta, Vi_a Ardanza, Reserva ",79,,2004,Red,La Rioja Alta,Tempranillo Blend,Vina Ardanza Reserva,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,19,12,
barcelona,11,11,,"La Rioja Alta, 904, Gran Reserva",95,,2001,Red,La Rioja Alta,Tempranillo Blend,Gran Reserva 904,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,54,15,
barcelona,12,12,,"Bodegas Olarra, Cerro A_on, Reserva",44,,2008,Red,Bodegas Olarra,Tempranillo Blend,Cerro Anon Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,81,12,
barcelona,13,13,,"Bodegas Olarra, Cerro A_on, Gran Reserva",50,,2005,Red,Bodegas Olarra,Tempranillo Blend,Cerro Anon Gran Reserva,NA,Spain,La Rioja,NA ,Rioja,2,DC,78,4,
barcelona,14,14,,"C.V.N.E., Imperial, Reserva",88,,2008,Red,C.V.N.E.,Tempranillo,Imperial Reserva,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,94,28,
barcelona,15,15,,"C.V.N.E., Imperial,  Gran Reserva",124,,2005,Red,C.V.N.E.,Tempranillo Blend,Imperial Gran Reserva,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,32,12,
barcelona,16,16,,"C.V.N.E., Vina Real,  Gran Reserva",97,,2006,Red,C.V.N.E.,Tempranillo,Vina Real Gran Reserva,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,59,22,
barcelona,17,17,,"Solar de Randez, Reserva",75,,1997,Red,Solar de Randez,Tempranillo Blend,Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,25,20,
barcelona,18,18,,"Solar de Randez, Reserva",79,,2001,Red,Solar de Randez,Tempranillo Blend,Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,48,16,
barcelona,19,19,,"Bodegas Muga, Prado Enea",104,,2005,Red,Bodegas Muga,Tempranillo Blend,Gran Reserva,Prado Enea,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,90,14,
barcelona,20,20,,"Ermita de San Felices, Reserva",49,,2007,Red,Bodegas Santalba,Tempranillo,Ermita de San Felices Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,92,10,
barcelona,21,21,,"Murua, VS",30,,2010,Red,Bodegas Mura,Tempranillo Blend,VS,NA,Spain,La Rioja,NA,Rioja,2,DC,73,1,
barcelona,22,22,,"Abando, Crianza",54,,2008,Red,Bodegas Santalba,Tempranillo,Abando Crianza,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,24,20,
barcelona,23,23,,"Bodegas Marqu_s de Murrieta, Reserva",59,,2007,Red,Marques de Murrieta,Tempranillo,Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,96,2,
barcelona,24,24,,"Bodegas Marqu_s de Murrieta, Castillo Ygay, Gran Reserva Especia",115,,2005,Red,Marques de Murrieta,Tempranillo Blend,Castillo Ygay Gran Reserva Especial,NA,Spain,La Rioja,NA,Rioja,2,DC,93,26,
barcelona,25,25,,"Luberri, Biga",45,,2008,Red,Bodegas Luberri,Tempranillo,Biga Crianza,NA,Spain,La Rioja,La Rioja Alavesa,Rioja,2,DC,23,16,
barcelona,26,26,,"Onta__n, Ecol_gico",29,,2010,Red,Ontanon,Tempranillo Blend,Ecologico,NA,Spain,La Rioja,NA,Rioja,2,DC,4,11,
barcelona,27,27,,"Palacios Remondo, La Vendimia",34,,2012,Red,Palacios Remondo,Grenache Blend,La Vendimia,NA,Spain,La Rioja,NA,Rioja,2,DC,72,25,
barcelona,28,28,,"Palacios Remondo, La Montesa, Crianza",42,,2009,Red,Palacios Remondo,Grenache Blend,La Montesa crianza,NA,Spain,La Rioja,NA,Rioja,2,DC,54,16,
barcelona,29,29,,Bodegas Remelluri,76,,2008,Red,Bodegas Telmo Rodriguez,Tempranillo Blend,Remelluri,NA,Spain,La Rioja,NA,Rioja,2,DC,2,15,
barcelona,30,30,1,"Valserrano, Monovarietal",66,,2009,Red,,,,,,,,,2,DC,82,25,
barcelona,31,31,1,"Valserrano, Monovarietal",66,,2005,Red,,,,,,,,,2,DC,99,2,
barcelona,32,32,,"Torre de O_a, Reserva",70,,2007,Red,Torre de Ona,Tempranillo,Reserva,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,98,28,
barcelona,33,33,,"Ostatu, Crianza",45,,2010,Red,Bodegas Ostatu,Tempranillo Blend,Crianza,NA,Spain,La Rioja,NA,Rioja,2,DC,63,8,
barcelona,34,34,,"Marqu_s de Vargas, Reserva",59,,2007,Red,Bodegas del Marques de Vargas,Tempranillo Blend,Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,22,9,
barcelona,35,35,,"Marqu_s de Vargas, Privada, Reserva",95,,2005,Red,Bodegas del Marques de Vargas,Tempranillo Blend,Privada Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,77,15,
barcelona,36,36,,"Marqu_s de Vargas, Hacienda Pradolagar",175,,2001,Red,Bodegas del Marques de Vargas,Tempranillo Blend,Hacienda Pradolagar,NA,Spain,La Rioja,NA,Rioja,2,DC,46,9,
barcelona,37,37,,"Bodegas Muga, Selecci_n Especial, Reserva",84,,2006,Red,Bodegas Muga,Tempranillo Blend,Reserva Seleccion Especial,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,88,26,
barcelona,38,38,,"Bodegas Muga, Torre Muga",145,,2009,Red,Bodegas Muga,Tempranillo Blend,Torre Muga,NA,Spain,La Rioja,La Rioja Alta,Rioja,2,DC,87,9,
barcelona,39,39,,"Baron de Ley, Reserva",52,,2007,Red,Baron de Ley,Tempranillo,Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,42,28,
barcelona,40,40,1,"Bodegas Luis Alegre, Koden",38,,2011,Red,,,,,,,,,2,DC,82,21,
barcelona,41,41,,"Bodegas Orben, Orben",76,,2006,Red,Bodegas Orben,Tempranillo,Orben,NA,Spain,La Rioja,NA,Rioja,2,DC,73,16,
barcelona,42,42,,"Se_orio de San Vicente, Reserva",112,,2008,Red,Senoria de San Vincente,Tempranillo,San Vicente Reserva,NA,Spain,La Rioja,NA,Rioja,2,DC,11,26,
barcelona,43,43,,Bodegas Mauro,96,,2010,Red,Bodegas Mauro,Tempranillo Blend,Mauro,NA,Spain,Castilla y Leon,NA,Vino de la Tierra de Castilla y Leon,2,DC,14,7,
barcelona,44,44,,"Creta, Roble",38,,2011,Red,Cret,Tempranillo,Roble,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,41,23,
barcelona,45,45,,"Cruz de Alba, Crianza",55,,2007,Red,Bodegas Cruz de Alba,Tempranillo,Crianza,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,13,26,
barcelona,46,46,,Venta las Vacas,48,,2010,Red,Bodegas Vizcarra Ramos,Tinto Fino,Venta las Vacas,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,41,15,
barcelona,47,47,,"Hacienda Monasterio, Crianza",92,,2009,Red,Hacienda Monasterio,Tempranillo Blend,Crianza,La Taberna,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,10,19,
barcelona,48,48,,"Hacienda Monasterio, Crianza",172,,2011,Red,Hacienda Monasterio,Tempranillo Blend,Crianza,La Taberna,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,65,2,
barcelona,49,49,1,"Finca de la Maria, Vendimia Seleccionada",44,,2006,Red,,,,,,,,,2,DC,11,19,
barcelona,50,50,,"Vi_a Sastre, Roble",42,,2011,Red,Vina Sastre (Bodegas Hermanos Sastre),Tempranillo,Roble,NA,Spain,Castilla y Leon,NAa,Ribera del Duero,2,DC,69,3,
barcelona,51,51,,"Vi_a Sastre, Pago de Santa Cruz, Gran Reserva",215,,1996,Red,Vina Sastre (Bodegas Hermanos Sastre),Tempranillo Blend,Pago de Santa Cruz Gran Reserva,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,59,3,
barcelona,52,52,,"Vi_a Sastre, Pago de Santa Cruz, Gran Reserva",198,,1999,Red,Vina Sastre (Bodegas Hermanos Sastre),Tempranillo Blend,Pago de Santa Cruz Gran Reserva,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,36,8,
barcelona,53,53,1,"Bodegas La Milagroso, Milcampos",40,,2011,Red,,,,,,,,,2,DC,66,14,
barcelona,54,54,,"Vega Clara, Mario",65,,2011,Red,Vega Clara,Tempranillo Blend,Mario,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,35,16,
barcelona,55,55,,"Finca Villacreces, Pruno",45,,2009,Red,Finca Villacreces,Tempranillo Blend,Pruno,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,29,20,
barcelona,56,56,,"Condado de Haza, Crianza",60,,2009,Red,Condado de Haza,Tempranillo,Crianza,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,86,8,
barcelona,57,57,,"Tinto Pesquera, Janus, Gran Reserva",289,,1995,Red,Bodegas Alejandro Fernandez,Tempranillo,Janus Gran Reserva,Pesquera,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,88,11,
barcelona,58,58,,Psi,79,,2010,Red,Bodegas y Vinedos Alnardo,Tempranillo,Psi,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,4,10,
barcelona,59,59,,"Bodegas Aalto, Aalto",99,,2011,Red,Bodegas Aalto,Tempranillo,Aalto,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,10,29,
barcelona,60,60,,Palomero,130,,2005,Red,Bodegas Uvaguilera Aguilera,Tempranillo,Palomero,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,12,16,
barcelona,61,61,,"Bodegas Emilio Moro, Malleolus",89,,2009,Red,Bodegas Emilio Moro,Tempranillo,Malleolus,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,64,12,
barcelona,62,62,1,"Bodegas y Vi_edos Alion, Alion, Reserva",168,,2009,Red,,,,,,,,,2,DC,88,27,
barcelona,63,63,,"Vega-Sicilia, Valbuena 5",358,,2007,Red,Bodegas Vega-Sicilia,Tempranillo Blend,Valbuena 5,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,32,5,
barcelona,64,64,,"Vega-Sicilia, Valbuena 5",326,,2008,Red,Bodegas Vega-Sicilia,Tempranillo Blend,Valbuena 5,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,23,23,
barcelona,65,65,,"Vega-Sicilia, Valbuena 5",335,,2009,Red,Bodegas Vega-Sicilia,Tempranillo Blend,Valbuena 5,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,6,21,
barcelona,66,66,,"Vega-Sicilia, Unico",680,,2003,Red,Bodegas Vega-Sicilia,Tempranillo Blend,Unico,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,53,5,
barcelona,67,67,,"Vega-Sicilia, Unico",656,,2004,Red,Bodegas Vega-Sicilia,Tempranillo Blend,Unico,NA,Spain,Castilla y Leon,NA,Ribera del Duero,2,DC,74,23,
barcelona,68,68,1,"Prieto Picudo, Charco las _nimas, Clan 8",36,,2007,Red,,,,,,,,,2,DC,14,6,
barcelona,69,69,,"Tempranillo, Bodegas Leda, M_s de Leda",48,,2008,Red,Bodegas Leda Vinas Viejas,Tempranillo,Mas de Leda,NA,Spain,Castilla y Leon,NA,Vino de la Tierra de Castilla y Leon,2,DC,93,9,
barcelona,70,70,,Altos de San Esteban,38,,2009,Red,Marques de Bembibre SL,Red Blend,Altos de San Esteban,NA,Spain,Castilla y Leon,NA,Vino de la Tierra de Castilla y Leon,2,DC,92,11,
barcelona,71,71,,"Altos de San Esteban, Vinas de Monte",55,,2009,Red,Marques de Bembibre SL,Mencia,Altos de San Esteban Vinas de Monte,NA,Spain,Castilla y Leon,NA,Vino de la Tierra de Castilla y Leon,2,DC,36,30,
barcelona,72,72,,"Tempranillo, Museum Real, Reserva",65,,2006,Red,Finca Museum,Tinta del Pais,Museum Real Reserva,NA,Spain,Castilla y Leon,NA,Cigales,2,DC,82,25,
barcelona,73,73,,"Tempranillo, Triton",36,,2011,Red,Bodegas Triton,Tempranillo,Rejon,NA,Spain,Castilla y Leon,NA,Vino de la Tierra de Castilla y Leon,2,DC,18,9,
barcelona,74,74,,"Tempranillo, Bodegas y Vi_edos Maurodos, Prima",48,,2010,Red,Bodegas y Vinedos Maurodos,Tempranillo,Prima,NA,Spain,Castilla y Leon,NA,Toro,2,DC,48,8,
barcelona,75,75,,"Tempranillo, Bodegas y Vi_edos Maurodos, San Roman",98,,2010,Red,Bodegas y Vinedos Maurodos,Tinta de Toro,Vina San Roman,NA,Spain,Castilla y Leon,NA,Toro,2,DC,88,9,
barcelona,76,76,,"Tempranillo, Buil & Gin_, Buil",78,,2009,Red,Buil & Gine,Tempranillo,Buil,NA,Spain,Castilla y Leon,NA,Toro,2,DC,21,27,
barcelona,77,77,,"Tempranillo, Pintia",143,,2009,Red,Bodefas Pintia (Vega-Sicilia),Tempranillo,Pintia,NA,Spain,Castilla y Leon,NA,Toro,2,DC,23,8,
barcelona,78,78,,"Garnacha, Menguante, Selecci_n",38,,2007,Red,Vinedos y Bodegas Pablo,Garnacha,Menguante Seleccion,NA,Spain,Aragon,NA,Carinena,2,DC,9,1,
barcelona,79,79,,"Garnacha, Teorema, Vi_as Viejas",24,,2010,Red,Castillo de Maluenda,Garnacha,Teorema Vinas Viejas,NA,Spain,Aragon,NA,Calatayud,2,DC,91,13,
barcelona,80,80,,"Garnacha, Breca",40,,2011,Red,Bodegas Breca,Garnacha,Breca,NA,Spain,Aragon,NA,Calatayud,2,DC,49,4,
barcelona,81,81,,"Garnacha, Vega Sindoa, El Chaparral",36,,2012,Red,Bodega Nekeas,Garnacha,El Chaparral de Vega Sindo,NA,Spain,Navarra,NA,Navarra,2,DC,38,21,
barcelona,82,82,1,"Garnacha, Artazuri, Santa Cruz de Artazu",98,,2009,Red,,,,,,,,,2,DC,16,7,
barcelona,83,83,,Ochoa,32,,2011,Red,Bodegas Ochoa,Tempranillo,Crianza,NA,Spain,Navarra,NA,Navarra,2,DC,12,4,
barcelona,84,84,,"Ochoa, Reserva",52,,2005,Red,Bodegas Ochoa,Tempranillo Blend,Reserva,NA,Spain,Navarra,NA,Navarra,2,DC,6,2,
barcelona,85,85,,"Menc_a, Don Bernardino",32,,2011,Red,Don Bernardino,Mencia,NA,NA,Spain,Galicia,NA,Ribeira Sacra,2,DC,41,27,
barcelona,86,86,,"Menc_a, Abad_a da Cova, Barrica",50,,2011,Red,Adegas Moure,Mencia,Abadia da Cova Barrica,NA,Spain,Galicia,NA,Ribeira Sacra,2,DC,16,29,
barcelona,87,87,1,"Menc_a, Vi_a Cazoga, Don Diego, Crianza",77,,2008,Red,,,,,,,,,2,DC,50,30,
barcelona,88,88,1,"Menc_a, Dominio de Bibei, Lalama",72,,2008,Red,,,,,,,,,2,DC,48,14,
barcelona,89,89,,"Menc_a, Raul Perez, El Pecado",159,,2010,Red,Raul Perez,Mencia,El Pecado,NA,Spain,Galicia,NA,Ribeira Sacra,2,DC,1,28,
barcelona,90,90,,"Menc_a, Finca Millara",84,,2007,Red,Finca Millara,Mencia,NA,NA,Spain,Galicia,NA,Ribeira Sacra,2,DC,21,14,
barcelona,91,91,,"Menc_a, A Portela",34,,2010,Red,Cia de Vinos del Atlantico,Mencio,A Portela,NA,Spain,Galicia,NA,Valdeorras,2,DC,23,17,
barcelona,92,92,1,"Pedralonga, Do Umia",48,,2007,Red,,,,,,,,,2,DC,17,12,
barcelona,93,93,,"Menc_a, Castro Ventosa, El Castro de Valtuille, Joven",34,,2011,Red,Bodegas y Vinedos Castro Ventosa,Mencia,El Castro de Valtuille Joven,NA,Spain,Castilla y Leon,NA,Bierzo,2,DC,13,14,
barcelona,94,94,,"Menc_a, Descendientes de Jose Palacios, Petalos",49,,2011,Red,Descendientes de Jose Palacios,Mencia,Petalos,NA,Spain,Castilla y Leon,NA,Bierzo,2,DC,46,16,
barcelona,95,95,,"Callet, Anima Negra, An",92,,2008,Red,Anima Negra,Callet,An,NA,Spain,Balearic Islands,NA,Vi de La Tierra Mallorca,2,DC,8,12,
barcelona,96,96,,"Anima Negra, An 2",54,,2010,Red,Anima Negra,Red Blend,An/2,NA,Spain,Balearic Islands,NA,Vi de La Tierra Mallorca,2,DC,29,20,
barcelona,97,97,,"Son Prim, Cup",64,,2010,Red,Jaume Liabres,Mantonegro Blend,Son Prim Cup,NA,Spain,Balearic Islands,NA,Vi de La Tierra Mallorca,2,DC,92,5,
barcelona,98,98,,"4 Kilos, Gallinas y Focas",67,,2010,Red,4 Kilos,Mantonegro Blend,Gallinas y Focas,NA,Spain,Balearic Islands,NA,Vi de La Tierra Mallorca,2,DC,34,7,
barcelona,99,99,1,"Bodega Biniagual, Sant Gall",58,,2010,Red,,,,,,,,,2,DC,3,3,
barcelona,100,100,,"Garnatxa, Herencia Alt_s",27,,2012,Red,Herencia Altes,Garnatxa Negra,NA,NA,Spain,Catalunya,Tarragona,Terra Alta,2,DC,97,9,
barcelona,101,101,1,"Sams_, Casa Mariol, Criança",38,,2011,Red,,,,,,,,,2,DC,47,23,
barcelona,102,102,1,De Lloch,34,,2010,Red,,,,,,,,,2,DC,49,13,
barcelona,103,103,,"Vinos Pi_ol, Portal",48,,2010,Red,Vinos Pinol,Grenache Blend,Portal Roble,NA,Spain,Catalunya,Tarragona,Terra Alta,2,DC,84,25,
barcelona,104,104,1,"Vinos Pi_ol, Mather Teresina",112,,2008,Red,,,,,,,,,2,DC,45,17,
barcelona,105,105,1,"Bodegas Edet_ria, Edetana",44,,2009,Red,,,,,,,,,2,DC,79,10,
barcelona,106,106,1,"Castell del Remei, Sicoris",34,,2009,Red,,,,,,,,,2,DC,8,28,
barcelona,107,107,,"Tom_s Cusin_, Vilosell",44,,2009,Red,Tomas Cusine,Tempranillo Blend,Vilosell,NA,Spain,Catalunya,NA,Costers del Segree,2,DC,39,29,
barcelona,108,108,,"Tom_s Cusin_, Geol",56,,2007,Red,Tomas Cusine,Red Blend,Geol,NA,Spain,Catalunya,NA,Costers del Segree,2,DC,79,21,
barcelona,109,109,,"Celler el Masroig, Sola Fred",28,,2009,Red,Celler el Masroig,Carignan Blend,Sola Fred,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,67,23,
barcelona,110,110,,"Ac_stic Celler, Ac_stic",44,,2010,Red,Acustic Celler,Carignan Blend,Acustic,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,14,28,
barcelona,111,111,,"Celler Dosterras, Vespres",55,,2010,Red,Celler Dosterras,Garnacha,Vespres,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,32,26,
barcelona,112,112,,"Portal del Montsant, Brunus",52,,2008,Red,Portal del Montsant,Garnacha,Brunus,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,5,22,
barcelona,113,113,1,"R.O.Q. Corporation, R-Oh",39,,2010,Red,,,,,,,,,2,DC,94,19,
barcelona,114,114,,"Celler Besllum, Besllum",38,,2008,Red,Celler Malondro,Grenache Blend,Besllum,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,82,18,
barcelona,115,115,,Laurona,52,,2007,Red,Laurona,Red Blend,NA,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,65,6,
barcelona,116,116,1,"Laurona, Seleccio de 6 Vinyes",75,,2005,Red,,,,,,,,,2,DC,62,2,
barcelona,117,117,,Espectacle,294,,2010,Red,Spectacle Vins,Garnacha,Espectacle,NA,Spain,Catalunya,Tarragona,Montsant,2,DC,85,13,
barcelona,118,118,,Cesca Vicent,48,,2010,Red,Cesca Vincent,Grenache Blend,Cesca Vincent,NA,Spain,Catalunya,NA,Priorat,2,DC,43,26,
barcelona,119,119,,"Cesca Vicent, Lo Piot",56,,2006,Red,Cesca Vincent,Grenache Blend,Lo Piot,NA,Spain,Catalunya,NA,Priorat,2,DC,49,18,
