r,id,Bottle Number,data,Full.Name,Bottle.Price,Glass.Price,Vintage,Type,Producer,Variety,Designation,Vineyard,Country,Region,SubRegion,Appelation,Price,Location,Inventory.Days,Inventory,
bodegas,352,9,,verdejo martinsancho rueda,53,,2011,White,Bodegas Angel Rodriguez,Verdejo,,Martinsancho,Spain,Castilla y Leon,,Rueda,1,DC,52,8,
bodegas,353,10,,verdejo mania rueda,34,,2011,White,Bodegas Felix Lorenzo,White Blend,Cachazo Manio Verdejo Viura,,Spain,Castilla y Leon,,Rueda,1,DC,40,22,
bodegas,354,11,1,sauvignon blanc como la luna vinos de cadiz,32,,2011,White,,,,,Spain,,,,1,DC,12,1,
bodegas,355,12,,chardonnay nekeas vega sindoa navarra,40,,2011,White,Bodega Nekeas,White Blend,Vega Sindoa Viura - Chardonnay,,Spain,Navarra,,Navarra,1,DC,29,4,
bodegas,356,13,1,chardonnay rosaleda catalunya,36,,2010,White,,Chardonnay,Rosaleda,,Spain,Catalunya,,,1,DC,20,28,
bodegas,357,14,2,chardonnay jean leon penedes,64,,2009,White,Jean Leon,Chardonnay,Rosaleda,,Spain,Catalunya,,Penedes,1,DC,6,2,
bodegas,358,15,1,mania rueda verdejo viura,34,,2011,White,,Verdejo,,,Spain,,,Rueda,1,DC,95,23,
bodegas,359,16,1,abadal blanc pla de bages chardonnay sauv blanc picapoll,48,,2008,White,,White Blend,,,Spain,,,,1,DC,71,1,
bodegas,360,17,1,valderello godello treixadura,36,,2011,White,,White Blend,,,Spain,,,,1,DC,36,19,
bodegas,361,18,1,vina mein ribiero godello loureira torrontes albarino lado albilla,48,,2010,White,,White Blend,,,Spain,,,,1,DC,41,9,
bodegas,362,19,1,brozal blanco rioja alavesa viura moscatel malvasia garnacha,91,,2010,White,,White Blend,,,Spain,,,,1,DC,63,14,
bodegas,363,20,,garnacha colinas del ebro terra alta,32,,2010,White,Bodegas Abanico,Garnatxa Blanca,Las Colinas del Ebro Garnacha,,Spain,Catalunya,Tarragona,Terra Alta,1,DC,83,30,
bodegas,364,21,1,garnacha altos d'olivia catalonia,30,,2010,White,,Garnacha,,,Spain,,,,1,DC,5,9,
bodegas,365,22,1,viura tierra blanco rioja,32,,2011,White,,Viura,,,Spain,,,,1,DC,78,20,
bodegas,366,23,,viura terrai carinena,30,,2009,White,,Viura,,,Spain,,,,1,DC,94,6,
bodegas,367,24,,godello pazo de arribi bierzo,53,,2010,White,Bodegas Adria,Godello,Pazo de Arribi,,Spain,Castilla y Leon,,Bierzo,1,DC,6,2,
bodegas,368,25,,godello vina godeval valdeorras,53,,2011,White,Vina Godeval,Godello,,,Spain,Galicia,,Valdeorras,1,DC,1,14,
bodegas,369,26,,txakolina ganeta getaria,50,,2011,White,Ganeta,Hondarrabi Zuri,Txakoli,,Spain,Pais Vasco,,Getariako Txakolina,1,DC,4,7,
bodegas,370,27,1,txakolina txomin etaniz valdeorras,60,,2011,White,,,Txakoli,,Spain,,,,1,DC,57,10,
bodegas,371,28,1,"FINCA LA MATA, Riberra del Duero",45,,2010,Red,,Tempranillo,,,Spain,,,Ribera del Duero,1,DC,61,14,
bodegas,372,29,,BARCO DE PIEDRA,43,,2010,Red,Bodegas Barco de Piedra,Tempranillo,,,Spain,Castilla y Leon,,Ribera del Duero,1,DC,53,2,
bodegas,373,30,2,"CONDADO DE HAZA, Riberra del Duero",88,,2008,Red,Condado de Haza,Tempranillo,Crianza,,Spain,Castilla y Leon,,Ribera del Duero,1,DC,100,24,
bodegas,374,31,2,"TINTO PESQUERA, Riberra del Duero",90,,2009,Red,Bodegas Alejandro Fernandez,Tempranillo,Tinto Pesquera,,Spain,Castilla y Leon,,Ribera del Duero,1,DC,37,3,
bodegas,375,32,1,"EDER TINTO, Rioja",32,,2011,Red,,Tempranillo,,,Spain,,,Rioja,1,DC,66,19,
bodegas,376,33,,"EL PRIMAVERA, Rioja",39,,2011,Red,Agricola La Bastida,Tempranillo,El Primavera,,Spain,La Rioja,,Rioja,1,DC,66,27,
bodegas,377,34,1,"TIERRA, Rioja",56,,2008,Red,,Tempranillo,,,Spain,,,Rioja,1,DC,63,11,
bodegas,378,35,1,"PUJANZA CRIANZA, Rioja",60,,2007,Red,,Tempranillo,Crianza,,Spain,,,Rioja,1,DC,99,25,
bodegas,379,36,,"CAMPO VIEJO, Reserva, Rioja",44,,2007,Red,Campo Viejo,Tempranillo Blend,Reserva,,Spain,La Rioja,,Rioja,1,DC,27,27,
bodegas,10,37,,"VINA ARDANZA, Reserva, Rioja Alta",72,,2004,Red,La Rioja Alta,Tempranillo Blend,Vina Ardanza Reserva,,Spain,La Rioja,La Rioja Alta,Rioja,1,DC,52,4,
bodegas,380,38,,"MUGA, Unfiltered Reserva, Rioja",72,,2008,Red,Bodegas Muga,Tempranillo Blend,Reserva Unfiltered,,Spain,La Rioja,La Rioja Alta,Rioja,1,DC,59,22,
bodegas,381,39,,"BERONIA, Gran Reserva, Rioja",65,,2005,Red,Bodegas Beronia,Tempranillo Blend,Gran Reserva,,Spain,La Rioja,,Rioja,1,DC,55,16,
bodegas,382,40,,"MUNIA ROBLE, Toro",36,,2008,Red,Vinaguarena,Tinta de Toro,Munia Roble,,Spain,Castilla y Leon,,Toro,1,DC,76,10,
bodegas,383,41,,"EL CURATO, Toro",39,,2008,Red,Canto Petirrojo,Tempranillo,El Curato Old Vines,,Spain,Castilla y Leon,,Toro,1,DC,48,4,
bodegas,384,42,,"PRIMA, Toro",60,,2009,Red,Bodegas y Vinedos Maurodos,Tempranillo Blend,Prima,,Spain,Castilla y Leon,,Toro,1,DC,51,17,
bodegas,385,43,,"ACENTOR, Calatayud",36,,2011,Red,Isaac Fernandez Selection,Garnacha,Acentor,,Spain,Aragon,,Calatayud,1,DC,47,11,
bodegas,386,44,,"CAMPOS DE LUZ, Cari_ena",33,,2008,Red,Campos De Luz,Garnacha,Old Vine,,Spain,Aragon,,Carinena,1,DC,50,24,
bodegas,387,45,,"CIFRAS, Rioja",60,,2009,Red,Bodegas Exeo,Garnacha,Cifras,,Spain,La Rioja,,Rioja,1,DC,22,21,
bodegas,388,46,,"TERRAPLEN, Garnacha, Navarra",28,,2010,Rose,Cirbonera,Garnacha,Terraplen,,Spain,Navarra,,Navarra,1,DC,81,23,
bodegas,389,47,,"CASA DEL CANTO ROBLE Monastrell, Syrah, Cabernet",38,,2007,Red,Casa del Canteo,Red Blend,Roble,,Spain,Murcia,,Yecla,1,DC,47,3,
bodegas,390,48,,"LA CARTUJA, Priorat",48,,2010,Red,Bodegas La Cartuja,Red Blend,,,Spain,Catalunya,,Priorat,1,DC,91,15,
bodegas,391,49,2,"CAN BLAU, Montsant",40,,2009,Red,Cellers Can Blau,Red Blend,Can Blau,,Spain,Catalunya,Tarragona,Montsant,1,DC,11,8,
bodegas,392,50,,"EL MOLET, Valencia",40,,2009,Red,El Molet,Red Blend,,,Spain,Valencia,,Valencia,1,DC,94,5,
bodegas,393,51,,"BERYNA, Alicante",60,,2008,Red,Bodegas Bernabe Navarro,Mourvedre Blend,Beryna,,Spain,Valencia,,Alicante,1,DC,24,20,
bodegas,394,52,,"LOS 800, Priorat",50,,2008,Red,Bodega Los 800,Grenache Blend,,,Spain,Catalunya,,Priorat,1,DC,17,10,
bodegas,395,53,2,"GALENA, Priorat",112,,2005,Red,Domini de la Cartoixa,Grenache Blend,Galena,,Spain,Catalunya,,Priorat,1,DC,59,24,
bodegas,396,54,2,"CONDE DE SAN CRISTOBAL, Riberra",76,,2004,Red,Bodegas y Vinedos Conde de San Cristobal,Tempranillo Blend,Conde de San Cristobal,,Spain,Castilla y Leon,,Ribera del Duero,1,DC,82,23,
bodegas,397,55,,"LUNA BEBERIDE, Bierzo",45,,2011,Red,Luna Beberide,Mencia,,,Spain,Castilla y Leon,,Bierzo,1,DC,18,6,
bodegas,398,56,,"JEAN LEON, Penedes",50,,2007,Red,Jean Leon,Merlot,,Vinya Palau,Spain,Catalunya,,Penedes,1,DC,57,5,
bodegas,399,57,,"CASA L_ANGEL, Valencia",36,,2010,Red,Anecoop,Cabernet Sauvignon,Casa L'Angel,,Spain,Valencia,,Valencia,1,DC,84,17,
bodegas,400,58,1,"FUENTE SECA, Utiel-Reque_a",32,,2010,Red,,Cabernet Sauvignon,,,Spain,,,,1,DC,83,17,
bodegas,401,59,1,"TORRES GRAN CORONAS, Penedes",56,,2007,Red,,Cabernet Sauvignon,,,Spain,,,,1,DC,75,4,
bodegas,402,60,1,"JEAN LEON RESERVA, Almansa",70,,2005,Red,,Cabernet Sauvignon,,,Spain,,,,1,DC,46,12,
bodegas,403,61,,"TORRES MAS LA PLANA, Penedes",124,,2006,Red,Miguel Torres,Cabernet Sauvignon,Black Label,Mas La Plana,Spain,Catalunya,,Penedes,1,DC,83,25,
bodegas,404,62,,"MARQUES DE GRI_ON, Valdepusa",115,,2004,Red,Marques de Grinon,Petit Verdot,,,Spain,Castilla-La Mancha,,Dominio de Valdepusa,1,DC,35,15,
bodegas,405,63,2,"JAUME MESQUIDA, Mallorca",56,,2005,Red,Jaume Mesquida,Callet,,,Spain,Balearic Islands,,Binissalem-Mallorca,1,DC,74,15,
bodegas,406,64,,"CASTANO, Alicante",30,,2010,Red,,Monastrell,,,Spain,,,,1,DC,47,4,
bianco,407,1,,"Arneis Langhe, Damiliano, 2012",40,,2012,White,Damilano,Arneis,,,Italy,Piedmont,Langhe,Langhe DOC,2,CT,51,17,
bianco,408,2,1,"Cortese Di Gavi, Pio Cesare ",48,,2014,White,,,,,Italy,,,,2,CT,23,12,
bianco,409,3,2,"Pinot Bianco, St. Michele",40,,2012,White,,Pinot Bianco,,,Italy,,,,2,CT,11,1,
bianco,410,4,,"Pinot Grigio, Santa Margherita",52,,2014,White,Sant Margherita,Pinot Grigio,,,Italy,Trentino-Alto Adige,Alto Adige,Alto Adige - Suditrol,2,CT,24,20,
bianco,411,5,,"Pinot Grigio, Livio Felluga 2013",50,,2013,White,Livio Felluga,Pinot Grigio,,,Italy,Friuli - Venezia Giulia,,Collio,2,CT,42,14,
bianco,412,6,,"Gavi, La Meirana, Broglia 2014",45,,2014,White,Broglia,Cortese,La Meirana,,Italy,Piedmont,,Gavi,2,CT,46,22,
bianco,413,7,2,"Gavi Dei Gavi, Black Label, La Scolca",78,,2013,Rose,La Scolca,Cortese,Black Label,,Italy,Piedmont,,Gavi,2,CT,57,3,
bianco,414,8,2,"Pinot Grigio, Jermann 2013",47,,2013,White,Jermann Vinnaioli,Pinot Grigio,,,Italy,Friuli - Venezia Giulia,,Venezia Giulia IGT,2,CT,31,4,
bianco,415,9,,"Chardonnay, Bramito, Antinori 2014",38,,2014,White,Castello della Sala (Antinori),Chardonnay,Bramito del Cervo,,Italy,Umbria,,Umbria IGT,2,CT,45,14,
bianco,416,10,,"Vermentino Bolgheri Guado Al Tasso, Antinori",45,,2014,White,Tenuta Guado al Tasso (Antinori),Vermentino,,,Italy,Tuscany,Bolgheri,Bolgheri,2,CT,45,29,
bianco,417,11,,"Sonoma-Cutrer, Russian RiverÑ",50,,2013,White,Sonoma - Cutrer,Chardonnay,Russian River Ranches,,USA,California,Sonoma County,Russian River Valley,2,CT,47,21,
bianco,418,12,,"Cakebread Cellars, Napa Valley",79,,2013,White,Cakebread Cellars,Chardonnay,,,USA,California,Napa Valley,Napa Valley,2,CT,31,4,
bianco,419,13,,"Chalk Hill, Sonoma",53,,2013,White,Chalk Hill,Chardonnay,,,USA,California,Sonoma County,Chalk Hill,2,CT,31,25,
bianco,420,14,,"Stag_s Leap Cellars, Karia, Napa",58,,2013,White,Stag's Leap Wine Cellars,Chardonnay,Karia,,USA,California,Napa Valley,Napa Valley,2,CT,11,9,
bianco,421,15,2,Gary Farrell Russian River,58,,2012,White,Gary Farrell,Chardonnay,Russian River Selection,,USA,California,Sonoma County,Russian River Valley,2,CT,17,21,
bianco,422,16,,"Frog_s Leap, Napa Valley",70,,2013,White,Frog's Leap,Chardonnay,,,USA,California,Napa Valley,Napa Valley,2,CT,56,25,
bianco,423,17,,"Joseph Carr, Sonoma",45,,2013,White,Joseph Carr,Chardonnay,,,USA,California,Sonoma County,Sonoma Coast,2,CT,31,16,
District Commons,424,1,,"Pinot Noir, Blackstone",24,6,2014,Red,Blackstone Winery,pinot Noir,,,USA,California,,,3,DC,98,2,
District Commons,425,2,,,40,10,2015,Red,,Pinot Noir,,,USA,California,,,3,DC,4,6,
District Commons,426,3,,,56,14,2014,Red,,Pinot Noir,,,USA,Oregon,Willamette Valley,,3,DC,91,29,
District Commons,427,4,,,39,,2013,Red,,pinot Noir,,,USA,Oregon,,,3,DC,32,20,
District Commons,428,5,,,49,,2013,Red,,pinot Noir,,,USA,Oregon,Williamette Valley,,3,DC,78,16,
District Commons,429,6,,,59,,2013,Red,,Pinot Noir,,,USA,Oregon,Willamette Valley,,3,DC,99,10,
District Commons,430,7,,,69,,2012,Red,,Pinot Noir,,,USA,Oregon,Verbatim,,3,DC,21,3,
District Commons,431,8,,,79,,2013,Red,,Pinot Noir,,,USA,Oregon,Williamette Valley,,3,DC,17,20,
District Commons,432,9,,,89,,2012,Red,,Pinot Noir,,,USA,California,Russian River,,3,DC,92,24,
District Commons,433,10,,,99,,2012,Red,,Pinot Noir,,,USA,California,Napa,,3,DC,84,16,
District Commons,434,11,1,,145,,2012,Red,,Pinot Noir,,,USA,California,Sonoma Coast,,3,DC,20,7,
District Commons,435,12,,,54,,2009,Red,,Sangiovese,,,USA,California,Napa Valley,,3,DC,35,13,
District Commons,436,13,,,28,7,2011,Red,,Syrah,,,USA,Washington,Columbia Valley,,3,DC,100,26,
District Commons,437,14,,,62,,2012,Red,,Syrah,,,USA,Washington,Columbia Valley,,3,DC,64,13,
District Commons,438,15,,,40,10,2013,Red,,Petite Syrah,,,USA,California,Napa Valley,,3,DC,14,18,
District Commons,439,16,,,28,7,2014,Red,,Merlot,,,USA,California,Napa Valley,,3,DC,17,25,
District Commons,440,17,,,54,,2010,Red,,Merlot,,,USA,New York,N Fork,,3,DC,65,9,
District Commons,441,18,,,69,,2012,Red,,Merlot,,,USA,California,Napa Valley,,3,DC,41,14,
District Commons,442,19,,,115,,2011,Red,,Merlot,,,USA,California,Napa Valley,,3,DC,100,9,
District Commons,443,20,,,52,13,2014,Red,,Malbec,,,USA,California,Writer's Block,,3,DC,29,27,
District Commons,444,21,,,24,6,2014,Red,,Cabernet Sauvignon,,,USA,California,Canyon Road,,3,DC,16,29,
District Commons,445,22,,,36,9,2013,Red,,Cabernet Sauvignon,,,USA,California,Lodi,,3,DC,52,6,
District Commons,446,23,,,52,13,2013,Red,,Cabernet Sauvignon,,,USA,California,Napa Valley,,3,DC,42,26,
District Commons,447,24,,,31,,2014,Red,,Cabernet Sauvignon,,,USA,California,Central Coast,,3,DC,23,11,
District Commons,448,25,,,59,,2013,Red,,Cabernet Sauvignon,,,USA,California,Sonoma,,3,DC,87,14,
District Commons,449,26,,,79,,2013,Red,,Cabernet Sauvignon,,,USA,California,Napa,,3,DC,12,26,
District Commons,450,27,,,99,,2012,Red,,Cabernet Sauvignon,,,USA,California,Napa Valley,,3,DC,56,29,
District Commons,451,28,,,115,,2012,Red,,Cabernet Sauvignon,,,USA,California,Napa Valley,,3,DC,95,19,
District Commons,452,29,,,135,,2013,Red,,Cabernet Sauvignon,,,USA,California,Napa Valley,,3,DC,26,21,
District Commons,453,30,,,185,,2009,Red,,Cabernet Sauvignon,,,USA,California,Napa Valley,,3,DC,39,29,
District Commons,454,31,,,36,9,2013,Red,,Blend,,,USA,California,,,3,DC,59,5,
District Commons,455,32,,,40,10,2013,Red,,Blend,,,USA,California,Monterrey,,3,DC,12,18,
District Commons,456,33,,,44,11,2012,Red,,Blend,,,USA,Washington,,,3,DC,91,4,
District Commons,457,34,,,52,13,2011,Red,,Blend,,,USA,Virginia,Raphine,,3,DC,92,21,
District Commons,458,35,,,45,,2012,Red,,Blend,,,USA,Virgina,,,3,DC,8,21,
District Commons,459,36,,,64,,2011,Red,,Blend,,,USA,Virginia,,,3,DC,53,26,
District Commons,460,37,,,115,,2006,Red,,Blend,,,USA,California,West Face,,3,DC,23,22,
District Commons,461,38,,,28,,2013,Red,,Zinfandel,,,USA,California,,,3,DC,72,4,
District Commons,462,39,,,40,10,2014,Red,,Zinfandel,,,USA,California,Lodi,,3,DC,64,11,
District Commons,463,40,,,49,,2014,Red,,Zinfandel,,,USA,California,Dry Creek,,3,DC,73,14,
District Commons,464,41,,,99,,2014,Red,,Blend,,,USA,California,Prisoner,,3,DC,59,9,
District Commons,465,42,,,24,,2012,Red,,Pinot Noir,,,USA,California,Cameros,,3,DC,21,17,2
District Commons,466,43,,,44,,2013,Red,,Pinot Noir,,,USA,Oregon,Williamette,,3,DC,6,18,2
District Commons,467,44,,,49,,2012,Red,,Pinot Noir,,,USA,Oregon,Williamette,,3,DC,70,9,2
District Commons,468,45,,,20,,2013,Red,,Cabernet Sauvignon,,,USA,California,Paso Robles,,3,DC,75,22,2
District Commons,469,46,,,39,,2011,Red,,Zinfandel,,,USA,California,Napa Valley,,3,DC,25,9,2
Blue Duck Tavern,470,1,,,,11,2014,White,Bottega Vinaia,Pinot Grigio,,,Italy,Trentino-Alto Adige,Trentino,Trentino,,,,,
Blue Duck Tavern,471,2,2,,,11,2013,White,Lagar de Costa,Albarino,,,Spain,Galicia,,Rias Baixas,,,,,
Blue Duck Tavern,472,3,,,,12,2014,White,Laurenz V.,Gruner Veltliner,Singing Laurenz und Sophie,,Austria,Niederosterreich,,,,,,,
Blue Duck Tavern,473,4,,,,12,2014,White,Cape Mentelle,Semillon-Sauvignon Blanc Blend,Semillon Sauvignon Blanc,,Australia,Western Australia,South West Australia,Margaret River,,,,,
Blue Duck Tavern,474,5,,,,12,2014,White,Honig,Sauvignon Blanc,,,USA,California,Napa Valley,Napa Valley,,,,,
Blue Duck Tavern,475,6,,,,14,2014,White,Christian Lauverjat,Sauvignon Blanc,Moulin des Vrilleres,,France,Loire Valley,Upper Loire,Sancerre,,,,,
Blue Duck Tavern,476,7,,,,13,2014,White,Tablas Creek,White Rhone Blend,Patelin de Tablas Blanc,,USA,California,Central Coast,Paso Robles,,,,,
Blue Duck Tavern,477,8,,,,14,2013,White,Hermann J. Wiemer,Riesling,Semi-Dry,,USA,New York,Finger Lakes,Finger Lakes,,,,,
Blue Duck Tavern,478,9,,,,11,2014,White,Chateau de Valmer,Chenin Blanc,,,France,Loire Valley,Touraine,Vouvray,,,,,
Blue Duck Tavern,479,10,,,,15,2013,White,Freemark Abbey,Chardonnay,,,USA,California,Napa Valley,Napa Valley,,,,,
Blue Duck Tavern,480,11,,,,14,2013,White,Jean-Michel Guillon,Chardonnay,,Les Champs Perdrix,France,Burgundy,Cote de Nuits,Marsannay,,,,,
Blue Duck Tavern,481,12,,,,17,2013,White,Frog's Leap,Chardonnay,,,USA,California,Napa Valley,Napa Valley,,,,,
Blue Duck Tavern,482,13,,,,14,2013,Red,J.L. Chave Selection,Red Rhone Blend,Mon Coeur,,France,Rhone,Southern Rhone,Cotes du Rhone,,,,,
Blue Duck Tavern,483,14,,,,12,2012,Red,Bodegas Asenjo & Manso,Tempranillo,Ceres,,Spain,Castilla y Leon,,Ribera del Duero,,,,,
Blue Duck Tavern,484,15,,,,14,2013,Red,Bodegas Salentein,Malbec,,,Argentina,Mendoza,Valle de Uco,,,,,,
Blue Duck Tavern,485,16,,,,11,2012,Red,Bonneau,Syrah,Egret,,USA,California,,California,,,,,
Blue Duck Tavern,486,17,,,,15,2011,Red,Alessandro Veglio,Nebbiolo,,,Italy,Piedmont,Langhe,Barolo,,,,,
Blue Duck Tavern,487,18,,,,15,2013,Red,Turley,Zinfandel,Juvenile,,USA,California,,California,,,,,
Blue Duck Tavern,488,19,,,,18,2013,Red,Argyle,Pinot Noir,Artisan Series Reserve,,USA,Oregon,Willamette Valley,Willamette Valley,,,,,
Blue Duck Tavern,489,20,,,,13,2013,Red,Fossil Point Wines,Pinot Noir,,,USA,California,Central Coast,Edna Valley,,,,,
Blue Duck Tavern,490,21,,,,20,2011,Red,RdV Vineyards,Cabernet Blend,Friends and Family,,USA,Virginia,Northern Virginia,Fauquier County,,,,,
Blue Duck Tavern,491,22,,,,15,2013,Red,Bon Anno,Cabernet Sauvignon,,,USA,California,Napa Valley,Napa Valley,,,,,
Blue Duck Tavern,492,23,,,,25,2012,Red,Mount Veeder Winery,Cabernet Sauvignon,,,USA,California,Napa Valley,Napa Valley,,,,,
Blue Duck Tavern,493,24,1,"Meritage, Newton Claret, Napa County, California 2012",,16,2012,Red,,,,,USA,California,Napa Valley,Napa Valley,,,,,
Blue Duck Tavern,494,25,,,,28,2006,Red,Chateau Ste. Michelle,Red Bordeaux Blend,Artist Series Meritage,,USA,Washington,Columbia Valley,Columbia Valley,,,,,
Blue Duck Tavern,495,26,1,"Merlot Blend, Excellence de Senailhac, ""Superieur,"" Bordeaux, France 2006",,15,2006,Red,,Merlot Blend,,,France,Bordeaux,,,,,,,
Blue Duck Tavern,496,27,,,,17,2010,Red,Rombauer Vineyards,Merlot,,,USA,California,"Napa Valley, Sonoma",Carneros,,,,,
,,,,"Forge Cellars, Pinot Noir, ""Les Allies,"" Finger Lakes, New York 2013",,,,,,,,,,,,,,,,,
,,,,"Boxwood, ""Topiary,"" Middlesburg, Virginia 2012",,,,,,,,,,,,,,,,,
,,,,"RdV, Cabernet Blend, ""Friends and Family,"" Delaplane, Virginia 2011",,,,,,,,,,,,,,,,,
,,,,"Linden, ""Hardscrabble,"" Meritage Blend, Linden, Virginia 2010",,,,,,,,,,,,,,,,,